pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	hidden200_batch20_dropout0.0_lr10.0	hidden200_batch20_dropout0.0_lr20.0	hidden200_batch20_dropout0.1_lr1.0	hidden200_batch64_dropout0.0_lr5.0	hidden200_batch64_dropout0.0_lr10.0	hidden200_batch64_dropout0.0_lr1.0	hidden200_batch64_dropout0.0_lr20.0	hidden200_batch20_dropout0.2_lr20.0	hidden200_batch20_dropout0.2_lr10.0	hidden200_batch20_dropout0.0_lr1.0	hidden200_batch20_dropout0.0_lr5.0	hidden200_batch20_dropout0.1_lr5.0	hidden200_batch20_dropout0.1_lr10.0	hidden200_batch20_dropout0.1_lr20.0	hidden200_batch20_dropout0.2_lr1.0	hidden200_batch64_dropout0.1_lr20.0	hidden200_batch64_dropout0.2_lr5.0	hidden200_batch64_dropout0.2_lr1.0	hidden200_batch64_dropout0.1_lr10.0	hidden200_batch64_dropout0.1_lr5.0	hidden200_batch64_dropout0.1_lr1.0	hidden200_batch20_dropout0.2_lr5.0	hidden200_batch64_dropout0.2_lr10.0	hidden200_batch128_dropout0.2_lr20.0	hidden200_batch128_dropout0.2_lr10.0	hidden650_batch64_dropout0.0_lr1.0	hidden650_batch64_dropout0.0_lr5.0	hidden650_batch64_dropout0.1_lr1.0	hidden650_batch64_dropout0.0_lr10.0	hidden650_batch64_dropout0.0_lr20.0	hidden650_batch64_dropout0.2_lr5.0	hidden650_batch64_dropout0.1_lr20.0	hidden650_batch64_dropout0.1_lr10.0	hidden650_batch64_dropout0.2_lr1.0	hidden650_batch64_dropout0.2_lr10.0	hidden650_batch64_dropout0.2_lr20.0	hidden650_batch64_dropout0.1_lr5.0	hidden200_batch128_dropout0.0_lr1.0	hidden200_batch128_dropout0.1_lr20.0	hidden200_batch128_dropout0.0_lr5.0	hidden200_batch128_dropout0.1_lr1.0	hidden200_batch64_dropout0.2_lr20.0	hidden200_batch128_dropout0.2_lr5.0	hidden200_batch128_dropout0.0_lr10.0	hidden200_batch128_dropout0.0_lr20.0	hidden200_batch128_dropout0.2_lr1.0	hidden200_batch128_dropout0.1_lr5.0	hidden200_batch128_dropout0.1_lr10.0	hidden650_batch128_dropout0.1_lr10.0	hidden650_batch128_dropout0.1_lr5.0	hidden650_batch128_dropout0.0_lr20.0	hidden650_batch128_dropout0.2_lr1.0	hidden650_batch128_dropout0.1_lr20.0	hidden650_batch128_dropout0.1_lr1.0	hidden650_batch128_dropout0.2_lr5.0	hidden650_batch128_dropout0.4_lr10.0	hidden650_batch128_dropout0.2_lr20.0	hidden650_batch128_dropout0.4_lr20.0	hidden650_batch128_dropout0.4_lr1.0	hidden650_batch128_dropout0.2_lr10.0	hidden650_batch128_dropout0.4_lr5.0	hidden650_batch64_dropout0.4_lr5.0	hidden650_batch128_dropout0.0_lr5.0	hidden650_batch128_dropout0.0_lr10.0	hidden650_batch128_dropout0.0_lr1.0	hidden650_batch64_dropout0.4_lr20.0	hidden650_batch64_dropout0.4_lr1.0	hidden650_batch64_dropout0.4_lr10.0
R__VERB_NOUN_CCONJ_VERB	1	9	plur	realises	wrong	generated	I decide we willingly prefer the hamster and	0	False	203	4	8	I decide we willingly prefer the hamster and meet to McDonald . <eos>	-10.0758	-11.1009	-11.4913	-15.2591	-10.6384	-9.7837	-13.276	-10.0744	-9.07978	-11.9424	-13.0768	-10.2352	-11.0006	-9.88632	-11.9255	-11.058	-11.5628	-9.88125	-10.1757	-11.1498	-9.79315	-10.4768	-11.6743	-10.8918	-10.2903	-11.2254	-11.5852	-11.7767	-13.3654	-12.684	-13.8505	-17.5636	-13.5204	-11.2571	-15.9134	-10.5125	-14.1854	-11.1162	-10.8728	-10.9192	-10.4808	-11.5231	-11.1077	-10.8206	-10.5426	-10.3302	-11.3997	-10.9594	-13.2918	-12.825	-12.8994	-11.133	-12.7155	-11.1254	-11.2045	-11.8127	-14.5259	-13.0764	-9.80386	-11.018	-12.2855	-11.9851	-9.79178	-12.6735	-9.95838	-13.2314	-11.7351	-12.9225
L__NOUN_VERB_VERB	19	5	plur	assume	correct	generated	the electoral parties we tolerate in our label	1	False	1201	6	8	the electoral parties we tolerate in our label enjoy ; we manage percentage tutorial for easter , climate chili and warning - rein for Christianity . <eos>	-10.5644	-10.6949	-11.0873	-12.1147	-11.1539	-11.0622	-9.69867	-9.65485	-9.51934	-10.1335	-9.88571	-9.81621	-10.2251	-11.0652	-9.92041	-9.42108	-9.64291	-9.59477	-12.6951	-9.62871	-8.95159	-9.94241	-11.1067	-8.77609	-9.03646	-9.91731	-12.5388	-9.92705	-11.2187	-9.84352	-8.98915	-8.76247	-10.5812	-8.82388	-8.66531	-9.20665	-10.5097	-10.4642	-10.3531	-10.6588	-11.2877	-10.2308	-10.4	-10.9672	-11.7252	-10.6668	-9.60052	-11.9275	-8.90232	-9.29084	-10.2378	-9.18968	-10.574	-9.3201	-9.73077	-9.12305	-10.1031	-8.78474	-10.4838	-11.9168	-9.75682	-9.35505	-11.7065	-8.08963	-9.44213	-10.0688	-9.56927	-9.34921
L__NOUN_VERB_VERB	19	5	plur	assumes	wrong	generated	the electoral parties we tolerate in our label	1	False	647	6	8	the electoral parties we tolerate in our label enjoy ; we manage percentage tutorial for easter , climate chili and warning - rein for Christianity . <eos>	-13.3952	-13.5479	-10.9513	-12.9895	-11.658	-13.5324	-14.5497	-12.364	-10.3101	-9.81305	-11.3576	-10.7217	-12.889	-13.077	-10.8447	-11.6838	-11.633	-11.0116	-13.5156	-11.0514	-10.6551	-10.6916	-11.6201	-11.0374	-11.6045	-12.2048	-10.2503	-9.48355	-11.2225	-13.3473	-11.1162	-9.70908	-11.3124	-10.3216	-11.583	-12.1167	-12.5349	-10.2764	-11.6383	-13.8445	-11.9143	-11.3294	-10.7479	-12.4931	-13.5739	-10.7508	-10.0661	-13.3463	-10.1566	-11.3675	-11.9174	-10.1951	-12.7245	-11.223	-11.115	-11.0123	-10.9108	-11.9279	-11.4639	-10.9992	-9.59204	-11.0507	-13.5339	-9.07529	-10.616	-10.347	-11.1056	-10.9349
L__NOUN_VERB_VERB	13	1	sing	enters	correct	generated	"Because of the traveler that his conservative lunch with TX England had dominated him , he began times massive as : "" You can reflect a soup and a propane , eighteen shrapnel you ca n't verify"	0	True	1492	5	37	"Because of the traveler that his conservative lunch with TX England had dominated him , he began times massive as : "" You can reflect a soup and a propane , eighteen shrapnel you ca n't verify understands why you 're toxic increasingly "" and testified beliefs to the "" Lewis Texas "" waist pulling that "" largely he booked Rude plants to concur rapidly sensitive as a growth "" . <eos>"	-16.4991	-17.5469	-14.4723	-15.6628	-16.0902	-16.2071	-16.8155	-15.856	-14.127	-18.2167	-16.9244	-15.9184	-15.9948	-16.7503	-15.5095	-15.8101	-17.2959	-16.5954	-15.7807	-14.7047	-16.2575	-15.0913	-15.4611	-16.8873	-15.9212	-17.4156	-19.0577	-16.0211	-15.1347	-18.0173	-17.9146	-16.0644	-17.6563	-15.0577	-17.4015	-18.1138	-17.232	-15.9394	-16.2856	-16.825	-15.859	-15.6763	-15.2275	-17.3895	-17.6742	-15.6471	-15.9253	-15.7504	-17.4681	-18.3522	-16.4646	-13.9231	-18.2563	-16.8493	-16.4097	-15.9672	-18.1053	-15.214	-16.582	-15.554	-15.2042	-15.5698	-16.9796	-16.1588	-16.6644	-15.5482	-16.4657	-15.0739
L__NOUN_VERB_VERB	13	1	sing	enter	wrong	generated	"Because of the traveler that his conservative lunch with TX England had dominated him , he began times massive as : "" You can reflect a soup and a propane , eighteen shrapnel you ca n't verify"	0	True	3610	5	37	"Because of the traveler that his conservative lunch with TX England had dominated him , he began times massive as : "" You can reflect a soup and a propane , eighteen shrapnel you ca n't verify understands why you 're toxic increasingly "" and testified beliefs to the "" Lewis Texas "" waist pulling that "" largely he booked Rude plants to concur rapidly sensitive as a growth "" . <eos>"	-14.3961	-16.9885	-12.8061	-14.3271	-14.4909	-14.7204	-13.4163	-12.4963	-13.9639	-13.8863	-16.1968	-12.8778	-14.7649	-13.8403	-13.4936	-15.4259	-14.7217	-12.9242	-13.5097	-12.9042	-12.5425	-14.3236	-11.6849	-14.9912	-13.6771	-13.5335	-14.9229	-12.45	-12.6746	-18.2218	-14.8413	-16.06	-14.0183	-11.8574	-15.0053	-13.0772	-14.0206	-12.8072	-15.0675	-13.0054	-14.3659	-12.5406	-12.8232	-14.8656	-13.1486	-12.9456	-13.5249	-13.1164	-14.6575	-14.6199	-14.8938	-12.8454	-15.1601	-13.4476	-14.3801	-14.3967	-14.2325	-13.1955	-13.0727	-12.5429	-12.393	-13.8549	-14.5136	-13.3989	-13.2132	-13.3784	-13.5688	-13.5089
L__NOUN_VERB_VERB	13	8	sing	ensures	correct	generated	"Because of the spreadsheet that his hostile tomorrow with Janet Alaska had tended him , he waited cm necessary as : "" You can foresee a hour and a thermometer , eighteen requirement you ca n't come"	0	True	399	5	37	"Because of the spreadsheet that his hostile tomorrow with Janet Alaska had tended him , he waited cm necessary as : "" You can foresee a hour and a thermometer , eighteen requirement you ca n't come involves why you 're visual effectively "" and belonged courses to the "" Baudelaire Brazil "" team preventing that "" potentially he refused Few policies to settle just western as a foster "" . <eos>"	-18.6158	-18.7595	-18.5646	-17.0619	-17.5909	-19.0016	-20.2227	-18.4134	-17.0523	-17.1932	-19.5351	-18.4435	-16.5355	-16.3715	-16.8173	-16.5294	-17.3686	-17.683	-17.7033	-18.4248	-18.3363	-15.8636	-16.7373	-16.3536	-16.2676	-19.4833	-17.4585	-17.3335	-16.9837	-17.8581	-16.7361	-17.4449	-16.3536	-17.5824	-17.6054	-17.9036	-18.4151	-16.8906	-18.5804	-17.0069	-17.4514	-17.535	-17.6398	-17.5698	-17.7566	-16.9053	-16.4213	-17.7369	-16.9694	-17.3797	-17.4278	-17.7289	-16.6786	-16.8745	-17.0961	-16.7597	-16.9073	-16.7778	-17.511	-16.7085	-16.629	-18.2881	-17.7452	-16.6518	-17.633	-18.6707	-17.7423	-17.1966
L__NOUN_VERB_VERB	13	8	sing	ensure	wrong	generated	"Because of the spreadsheet that his hostile tomorrow with Janet Alaska had tended him , he waited cm necessary as : "" You can foresee a hour and a thermometer , eighteen requirement you ca n't come"	0	True	3569	5	37	"Because of the spreadsheet that his hostile tomorrow with Janet Alaska had tended him , he waited cm necessary as : "" You can foresee a hour and a thermometer , eighteen requirement you ca n't come involves why you 're visual effectively "" and belonged courses to the "" Baudelaire Brazil "" team preventing that "" potentially he refused Few policies to settle just western as a foster "" . <eos>"	-18.3588	-14.9591	-15.2402	-16.2884	-18.1099	-18.973	-18.2967	-14.8659	-15.8229	-14.3152	-15.6661	-15.6157	-15.5628	-14.3405	-15.4173	-14.8019	-16.4588	-15.317	-16.0649	-15.9091	-15.2762	-15.1778	-13.0616	-15.0813	-14.3036	-17.7026	-17.9596	-17.3159	-15.8505	-16.3764	-14.4195	-14.0939	-16.4991	-16.4344	-16.7268	-16.7256	-15.21	-18.4206	-15.6882	-14.919	-14.5477	-15.7448	-15.3659	-16.0212	-15.438	-14.1397	-15.3141	-13.8109	-13.7646	-15.0312	-16.5325	-16.9822	-17.2923	-15.8649	-16.0802	-15.3885	-16.09	-13.6415	-15.6989	-13.9529	-14.9313	-15.549	-15.3346	-15.4371	-19.7614	-16.6045	-16.0603	-16.034
L__NOUN_VERB_VERB	17	2	sing	affirms	correct	generated	The healthy trip masks realize there	1	False	80	4	6	The healthy trip masks realize there appears lose to the freighter . <eos>	-16.4598	-16.0859	-16.1022	-17.4552	-17.6762	-13.7364	-16.816	-15.7678	-16.1168	-14.0022	-13.6614	-16.4668	-18.2154	-15.7793	-15.804	-17.5681	-15.582	-14.7895	-16.8057	-18.0982	-14.5834	-17.4146	-16.8475	-15.7284	-17.1278	-17.1641	-16.0672	-16.8732	-15.4461	-16.3088	-18.5216	-20.23	-18.0085	-16.6175	-18.0248	-17.9317	-17.1422	-15.6301	-16.0094	-16.3521	-14.5577	-16.9905	-16.1228	-16.5582	-14.3082	-15.7129	-17.6749	-17.479	-19.4539	-16.702	-16.7647	-15.9893	-19.6982	-15.4121	-15.2247	-17.6369	-16.5943	-16.7245	-16.1149	-18.4835	-16.3499	-17.6761	-17.6806	-15.1576	-16.7097	-16.3589	-16.8413	-17.4249
L__NOUN_VERB_VERB	17	2	sing	affirm	wrong	generated	The healthy trip masks realize there	1	False	127	4	6	The healthy trip masks realize there appears lose to the freighter . <eos>	-17.5369	-16.5612	-16.866	-18.4678	-19.3933	-15.9994	-18.4169	-16.4816	-17.7419	-16.9619	-14.7947	-18.5989	-17.421	-18.9189	-17.3819	-18.3184	-17.1658	-16.2653	-18.7467	-18.5922	-16.5635	-18.1291	-18.1049	-17.1929	-18.2702	-17.7634	-16.9919	-17.2635	-17.6949	-17.4864	-19.144	-20.3536	-19.2131	-18.2687	-18.4839	-19.2431	-18.6018	-15.9749	-17.1158	-17.1016	-15.8552	-17.7673	-17.0674	-18.9729	-16.4221	-17.0254	-18.0471	-19.1361	-19.0377	-17.6798	-16.8501	-16.9496	-19.0816	-17.6738	-17.4275	-18.3259	-17.3145	-17.482	-16.6947	-18.6809	-17.1127	-18.5398	-18.5882	-16.708	-17.577	-17.9186	-17.4866	-19.378
R__VERB_NOUN_CCONJ_VERB	8	9	sing	hears	correct	generated	It depends the trader for discomfort announcement and	0	False	400	7	8	It depends the trader for discomfort announcement and sends , “ We are deployed that the Heard should not adopt with conventional - conversation colleges who pose to collect and develop directly and onwards in the residents , directions , and habits of homemade curve . ” <eos>	-12.219	-11.813	-11.6546	-10.9919	-10.7026	-9.8306	-10.6946	-9.95965	-10.9057	-10.9095	-12.1774	-11.2631	-10.8953	-9.9366	-12.2541	-10.6058	-10.8407	-11.1846	-11.8845	-10.2686	-10.0747	-9.82969	-11.2891	-10.8978	-12.7596	-10.0113	-11.7901	-11.096	-9.46496	-11.6437	-12.0026	-12.1577	-10.6979	-12.6556	-10.3722	-10.0078	-9.36632	-12.2088	-11.2271	-9.30871	-11.0891	-11.0987	-10.8739	-12.33	-9.62755	-10.4392	-10.5234	-10.4868	-11.5866	-13.6643	-10.5521	-10.7639	-8.6706	-9.74272	-10.2584	-11.7771	-12.1769	-11.1903	-9.7816	-11.0417	-9.33773	-9.98466	-8.59507	-10.484	-11.0493	-10.9641	-9.61955	-11.4782
R__VERB_NOUN_CCONJ_VERB	8	9	sing	hear	wrong	generated	It depends the trader for discomfort announcement and	0	False	1692	7	8	It depends the trader for discomfort announcement and sends , “ We are deployed that the Heard should not adopt with conventional - conversation colleges who pose to collect and develop directly and onwards in the residents , directions , and habits of homemade curve . ” <eos>	-12.8839	-12.9091	-11.8339	-13.5106	-10.7584	-11.1451	-11.3938	-11.0237	-11.8634	-10.488	-15.0509	-11.541	-11.7388	-10.6066	-13.1292	-11.3584	-11.5693	-11.2368	-13.6152	-10.6312	-10.0274	-10.5141	-11.5334	-11.2406	-13.5505	-10.2347	-13.2397	-10.9483	-14.6053	-13.9933	-12.7212	-14.8328	-10.8538	-12.1809	-11.8188	-12.8575	-12.8384	-12.356	-11.3703	-8.76423	-10.4573	-11.401	-11.8548	-15.9372	-9.2303	-10.8683	-11.0717	-11.1903	-11.0418	-13.3092	-12.9976	-10.7251	-12.1579	-11.3737	-12.1482	-12.6498	-13.704	-12.1327	-10.9242	-11.6515	-11.6037	-10.5868	-13.6641	-14.1974	-13.3283	-10.7527	-10.9911	-11.9992
L__NOUN_VERB_VERB	17	4	sing	enjoys	correct	generated	The maximum dirt pairs become there	1	False	556	4	6	The maximum dirt pairs become there explains translate to the theatre . <eos>	-16.5221	-15.5965	-14.7418	-14.2354	-14.7908	-11.1133	-15.7614	-12.9837	-12.101	-14.0158	-14.9081	-14.4488	-13.9773	-14.0139	-13.385	-14.4326	-14.8414	-14.6933	-14.3549	-16.3803	-15.3711	-15.1796	-15.7246	-15.3349	-13.6365	-16.6311	-13.6921	-14.8551	-15.9552	-16.4798	-13.8651	-16.7133	-17.3205	-15.4262	-15.2914	-14.6989	-14.5771	-13.129	-13.5206	-16.5728	-14.7409	-15.1707	-12.9041	-16.0308	-13.5253	-16.0569	-14.7638	-14.5864	-13.1403	-14.6464	-17.5417	-13.9376	-15.3801	-13.6566	-13.0619	-13.4453	-14.1423	-14.4484	-13.6321	-15.3304	-13.8434	-14.0065	-16.095	-15.18	-14.3757	-13.0929	-13.4808	-14.7867
L__NOUN_VERB_VERB	17	4	sing	enjoy	wrong	generated	The maximum dirt pairs become there	1	False	1428	4	6	The maximum dirt pairs become there explains translate to the theatre . <eos>	-13.426	-12.2886	-13.0998	-14.5061	-13.2365	-11.1422	-14.463	-12.3382	-13.0074	-14.3638	-14.0429	-14.4	-13.8548	-15.0381	-12.5144	-14.2574	-14.2616	-13.9026	-11.6722	-15.2946	-12.8335	-13.6359	-13.8973	-13.8292	-13.3788	-17.3054	-12.0598	-15.9377	-15.7641	-14.175	-14.4256	-15.2861	-15.4728	-14.6621	-13.6337	-12.8038	-15.6863	-12.7496	-14.0009	-16.079	-13.3842	-15.1308	-11.4721	-14.0907	-14.364	-13.2891	-14.0126	-13.0356	-12.6342	-14.3119	-16.7554	-13.89	-15.2062	-13.8442	-14.6193	-13.4719	-12.2962	-14.1417	-13.0417	-15.9221	-13.8755	-13.4588	-16.801	-14.4223	-13.2893	-13.8546	-12.6888	-14.8208
L__NOUN_VERB_VERB	5	3	sing	operates	correct	generated	Additionally , the urban interceptor cleaned for aunt	0	True	3023	4	8	Additionally , the urban interceptor cleaned for aunt includes whether our Advice ( the electrostatic oil and fully the instability they provide to participate ) is or objects not an odd honesty under the responsibility . <eos>	-16.961	-14.6036	-12.4292	-13.7691	-15.1154	-16.9087	-12.8394	-12.7742	-13.8613	-15.7306	-14.2872	-13.2569	-14.0427	-14.8055	-13.0035	-14.0669	-12.8161	-12.7747	-15.9123	-12.785	-11.1999	-12.018	-13.8079	-14.5866	-10.5764	-14.6407	-13.7701	-11.7711	-15.4142	-15.4612	-14.0657	-17.2135	-15.7204	-11.4013	-11.3546	-12.5999	-11.3838	-15.4556	-14.1076	-15.6699	-14.3695	-12.8915	-13.3236	-18.735	-11.1223	-12.9093	-13.7266	-14.7757	-15.4393	-16.3694	-18.1952	-12.6778	-14.4496	-12.3626	-13.3169	-11.9208	-14.5178	-13.1999	-12.3084	-12.08	-13.9568	-9.67188	-10.8249	-13.7731	-14.3079	-10.1615	-11.3542	-11.8009
L__NOUN_VERB_VERB	5	3	sing	operate	wrong	generated	Additionally , the urban interceptor cleaned for aunt	0	True	3809	4	8	Additionally , the urban interceptor cleaned for aunt includes whether our Advice ( the electrostatic oil and fully the instability they provide to participate ) is or objects not an odd honesty under the responsibility . <eos>	-15.7383	-14.3559	-12.2195	-12.406	-15.5961	-15.1862	-14.7477	-12.8672	-14.1329	-15.282	-16.1437	-12.3258	-14.6138	-13.0354	-12.9109	-14.3638	-12.2944	-12.4499	-17.316	-14.5617	-12.2165	-12.7597	-13.3605	-14.8847	-12.4899	-12.7762	-14.0887	-14.0525	-15.5488	-13.9306	-13.6656	-18.1885	-12.7766	-13.3066	-13.2468	-11.4128	-11.8373	-16.6987	-13.334	-18.0739	-15.1454	-11.7088	-13.6618	-16.2546	-14.2734	-12.5391	-13.1584	-14.6144	-14.5766	-16.2493	-15.9403	-12.9222	-16.0472	-14.0909	-14.4142	-12.2914	-13.3882	-13.0185	-12.171	-12.5932	-14.4124	-11.0722	-12.2249	-12.3257	-15.3899	-10.96	-11.8433	-13.0569
R__VERB_NOUN_CCONJ_VERB	7	2	sing	recommends	correct	generated	As you suffer above the provision , the plenty of the superior migrant goes your drama and	0	True	311	4	17	As you suffer above the provision , the plenty of the superior migrant goes your drama and sends you contain newer and clearer . <eos>	-14.6145	-13.3443	-12.6061	-12.3427	-10.3737	-12.3993	-11.6087	-10.7186	-11.603	-12.7579	-11.5209	-9.5025	-9.55742	-11.154	-11.5793	-10.5313	-11.101	-12.2446	-11.3536	-10.5848	-12.0094	-10.8195	-11.214	-12.3098	-11.839	-11.6639	-11.3562	-10.9772	-12.2315	-13.0214	-10.6911	-10.2037	-11.8526	-12.1766	-9.56812	-9.09801	-12.504	-11.2524	-9.78669	-11.5238	-10.9815	-10.5345	-11.8381	-11.1251	-12.8516	-13.1454	-11.8201	-12.1024	-11.6036	-11.4877	-9.22691	-11.4166	-12.1681	-12.7665	-12.4242	-10.8973	-11.5653	-11.4955	-11.2825	-11.4102	-11.9385	-10.8188	-12.1194	-10.3041	-11.952	-9.68292	-11.9488	-10.7551
R__VERB_NOUN_CCONJ_VERB	7	2	sing	recommend	wrong	generated	As you suffer above the provision , the plenty of the superior migrant goes your drama and	0	True	454	4	17	As you suffer above the provision , the plenty of the superior migrant goes your drama and sends you contain newer and clearer . <eos>	-11.8139	-11.4056	-10.9357	-11.964	-11.1873	-11.3923	-13.3393	-9.75091	-11.4196	-9.42766	-11.1835	-9.99951	-10.5949	-11.4035	-10.1706	-10.395	-8.91421	-11.0196	-11.0835	-10.3015	-10.9136	-10.1434	-10.5915	-10.8376	-10.7459	-10.0198	-10.4561	-10.5544	-10.5504	-11.4681	-10.111	-10.3821	-10.4433	-11.7371	-9.99072	-9.62502	-10.1784	-9.81998	-8.56059	-10.2831	-9.91456	-10.5939	-10.8186	-11.1366	-11.9323	-11.428	-11.149	-10.2683	-11.5515	-11.1639	-10.6566	-10.8821	-12.5893	-11.9313	-10.8254	-9.91168	-9.63737	-10.3148	-10.6662	-10.3804	-10.1377	-9.63117	-11.4538	-11.6613	-11.3347	-10.468	-11.009	-10.3626
L__NOUN_VERB_VERB	23	9	sing	meets	correct	generated	Well , unless indeed quietly the third position he phoned in the marketing	0	True	1994	6	13	Well , unless indeed quietly the third position he phoned in the marketing reads out . <eos>	-13.9651	-16.6025	-13.8862	-11.8704	-9.79525	-12.0306	-11.6908	-12.0368	-12.6621	-12.9755	-13.1604	-13.3151	-11.8281	-12.6096	-11.6896	-12.5016	-12.4795	-11.9951	-13.9921	-13.0563	-12.3685	-12.1383	-12.4696	-11.4063	-12.8919	-12.2338	-14.6306	-13.7148	-11.4288	-11.7706	-13.1116	-12.5557	-13.8546	-13.2945	-11.969	-12.2369	-14.4927	-11.7969	-10.4523	-11.0483	-11.7933	-12.3324	-12.485	-13.7371	-12.3708	-12.2619	-12.8366	-12.8662	-11.458	-12.7055	-14.2203	-12.7695	-13.0504	-12.0671	-11.9184	-11.0694	-12.228	-11.1568	-12.2441	-12.247	-11.1288	-11.6434	-12.1337	-13.5605	-12.9732	-11.093	-12.4319	-11.9648
L__NOUN_VERB_VERB	23	9	sing	meet	wrong	generated	Well , unless indeed quietly the third position he phoned in the marketing	0	True	5674	6	13	Well , unless indeed quietly the third position he phoned in the marketing reads out . <eos>	-11.4403	-14.0683	-11.8386	-10.476	-10.7605	-11.6318	-12.1872	-11.7382	-11.9742	-10.0481	-12.5224	-12.5199	-14.9143	-10.4391	-10.5693	-13.4562	-12.9063	-10.4722	-12.8563	-12.7679	-11.1876	-11.6961	-11.9383	-11.6274	-12.9189	-11.0097	-11.6374	-11.7248	-11.5554	-10.5975	-11.641	-10.4695	-12.8277	-12.2738	-11.0009	-11.6982	-10.6628	-10.863	-11.5759	-11.2034	-10.8519	-10.7801	-12.7936	-11.5529	-12.2878	-10.4876	-12.9614	-11.0405	-10.9569	-10.6629	-11.1923	-12.2722	-11.4998	-12.1719	-12.9597	-11.2859	-10.7052	-11.6979	-12.0248	-12.8279	-12.0528	-10.97	-12.0003	-10.3908	-10.0287	-11.2506	-12.0393	-11.2405
R__VERB_NOUN_CCONJ_VERB	9	3	plur	come	correct	generated	I deserve this arrogant shine and	0	False	10674	5	6	I deserve this arrogant shine and represent to throw this rude id . <eos>	-6.5332	-6.27768	-7.01354	-8.54488	-6.04791	-7.10497	-6.44952	-6.32366	-6.01307	-7.35027	-6.06841	-6.40683	-6.28989	-6.85847	-7.07241	-5.86596	-6.85294	-6.5135	-7.7338	-6.85315	-7.57872	-6.7345	-6.81536	-6.73843	-6.74846	-6.47414	-7.63304	-6.07508	-6.28598	-6.48736	-5.84501	-5.16499	-6.54291	-7.32333	-6.65681	-6.74633	-6.2235	-6.42627	-6.47269	-7.2847	-6.58362	-6.815	-6.64931	-6.24043	-6.81302	-6.68919	-7.45967	-7.74661	-8.40384	-6.90574	-8.76153	-6.00997	-5.76584	-6.34451	-6.81295	-6.2822	-6.59267	-6.39428	-7.05792	-6.45956	-6.36102	-6.81316	-7.79669	-7.85699	-7.36656	-6.55443	-6.9587	-6.53809
R__VERB_NOUN_CCONJ_VERB	9	3	plur	comes	wrong	generated	I deserve this arrogant shine and	0	False	5252	5	6	I deserve this arrogant shine and represent to throw this rude id . <eos>	-6.1086	-7.28684	-7.45531	-7.3046	-6.32417	-7.45041	-7.01535	-7.1739	-6.80248	-7.18165	-7.9987	-6.71343	-6.32774	-6.231	-6.98077	-6.95725	-6.39839	-7.74314	-7.45095	-7.07787	-5.99134	-7.00938	-7.62852	-7.28768	-6.60367	-7.40526	-7.41906	-7.70231	-7.87911	-7.82673	-8.14978	-8.02151	-9.51664	-6.72215	-7.65305	-7.50952	-7.40201	-6.88419	-6.78001	-6.55529	-7.47972	-6.05698	-7.00671	-7.15308	-5.95001	-6.61215	-7.15897	-8.05521	-7.48764	-7.66411	-6.86475	-7.13701	-7.94372	-7.68966	-8.11877	-7.62091	-8.51319	-8.03903	-6.72282	-8.47191	-7.51688	-7.61943	-8.12825	-7.78976	-7.76442	-7.92006	-6.69246	-7.55569
L__NOUN_VERB_VERB	3	8	sing	tends	correct	generated	I remain the salsa you preceded to me	0	False	1298	5	8	I remain the salsa you preceded to me leads to the Belgium Pew at Europe ( ran in Nicobar ) . <eos>	-16.101	-15.7087	-16.2543	-14.659	-15.3228	-14.2309	-15.1703	-14.0827	-15.2262	-13.7554	-16.9369	-14.704	-15.6773	-14.9368	-14.4538	-15.3178	-13.7198	-14.557	-13.9582	-14.3299	-15.9717	-15.2419	-14.431	-14.9298	-15.1055	-13.8371	-14.67	-16.6529	-14.5065	-16.1826	-13.4811	-16.1157	-15.908	-14.3503	-16.1472	-15.6956	-14.5042	-13.7905	-14.7892	-15.0161	-15.3533	-14.5993	-13.4197	-15.2684	-15.7887	-15.4605	-14.0504	-15.4311	-16.2936	-16.5607	-16.0982	-14.3289	-17.068	-13.1438	-15.908	-15.3919	-15.6653	-14.8562	-14.5435	-16.1866	-14.5572	-16.2547	-17.4926	-15.8309	-14.231	-15.233	-16.1639	-15.2639
L__NOUN_VERB_VERB	3	8	sing	tend	wrong	generated	I remain the salsa you preceded to me	0	False	3201	5	8	I remain the salsa you preceded to me leads to the Belgium Pew at Europe ( ran in Nicobar ) . <eos>	-14.1873	-13.4563	-13.3859	-13.8973	-14.271	-12.5894	-13.4314	-11.8126	-12.6581	-11.4519	-14.1175	-13.0797	-13.6655	-12.4359	-12.0588	-13.4913	-13.0647	-12.8635	-12.0685	-13.8922	-13.7405	-13.8635	-11.9826	-12.6938	-13.1605	-12.4324	-13.1307	-13.7482	-14.0648	-13.6786	-12.9201	-14.5732	-13.7547	-13.1756	-12.8337	-11.9871	-13.6795	-11.3529	-12.3959	-13.3983	-12.6084	-12.1508	-12.6106	-13.0905	-12.1754	-13.0417	-13.8741	-13.667	-15.175	-14.9006	-13.2599	-13.4141	-14.6972	-12.5915	-13.8682	-13.6065	-13.6276	-12.769	-12.5486	-13.8538	-12.0393	-13.2334	-16.0196	-12.9474	-11.6093	-13.398	-13.8772	-13.0646
