pattern	constr_id	sent_id	correct_number	form	class	type	prefix	n_attr	punct	freq	len_context	len_prefix	sent	seed_hidden650_batch64_dropout0.1_lr10.0_seed9420	seed_hidden650_batch64_dropout0.1_lr10.0_seed1010	seed_hidden650_batch64_dropout0.1_lr10.0_seed1234	seed_hidden650_batch64_dropout0.1_lr10.0_seed3242	seed_hidden650_batch64_dropout0.1_lr10.0_seed8574	seed_hidden650_batch64_dropout0.1_lr10.0_seed3648	seed_hidden650_batch64_dropout0.1_lr10.0_seed11230	seed_hidden650_batch64_dropout0.2_lr20.0_seed1010	seed_hidden650_batch64_dropout0.2_lr10.0_seed9482	seed_hidden650_batch64_dropout0.2_lr20.0_seed1234	seed_hidden650_batch64_dropout0.2_lr10.0_seed5555	seed_hidden650_batch64_dropout0.2_lr10.0_seed44444	seed_hidden650_batch64_dropout0.2_lr20.0_seed9420	seed_hidden650_batch64_dropout0.2_lr10.0_seed1010	seed_hidden650_batch64_dropout0.2_lr10.0_seed9420	seed_hidden650_batch128_dropout0.2_lr10.0_seed11230	seed_hidden650_batch128_dropout0.2_lr10.0_seed3648	seed_hidden650_batch128_dropout0.2_lr10.0_seed9482	seed_hidden650_batch128_dropout0.2_lr10.0_seed8574	seed_hidden650_batch64_dropout0.2_lr20.0_seed9482	seed_hidden650_batch64_dropout0.2_lr20.0_seed11230	seed_hidden650_batch128_dropout0.1_lr20.0_seed44444	seed_hidden650_batch128_dropout0.2_lr10.0_seed1234	seed_hidden650_batch64_dropout0.1_lr10.0_seed9482	seed_hidden650_batch128_dropout0.1_lr20.0_seed1010	seed_hidden650_batch128_dropout0.1_lr20.0_seed1234	seed_hidden650_batch128_dropout0.2_lr20.0_seed1010	seed_hidden650_batch128_dropout0.2_lr10.0_seed5555	seed_hidden650_batch128_dropout0.2_lr20.0_seed1234	seed_hidden650_batch128_dropout0.2_lr10.0_seed44444	seed_hidden650_batch64_dropout0.2_lr20.0_seed3242	seed_hidden650_batch64_dropout0.2_lr20.0_seed8574	seed_hidden650_batch64_dropout0.2_lr20.0_seed3648	seed_hidden650_batch128_dropout0.2_lr20.0_seed8574	seed_hidden650_batch64_dropout0.1_lr20.0_seed11230	seed_hidden650_batch64_dropout0.1_lr20.0_seed3648	seed_hidden650_batch64_dropout0.2_lr10.0_seed1234	seed_hidden650_batch64_dropout0.1_lr20.0_seed44444	seed_hidden650_batch128_dropout0.1_lr10.0_seed9482	seed_hidden650_batch128_dropout0.2_lr20.0_seed9420	seed_hidden650_batch128_dropout0.2_lr20.0_seed3242	seed_hidden650_batch128_dropout0.1_lr10.0_seed3242	seed_hidden650_batch64_dropout0.1_lr20.0_seed5555	seed_hidden650_batch64_dropout0.1_lr20.0_seed9482	seed_hidden650_batch128_dropout0.1_lr20.0_seed5555	seed_hidden650_batch128_dropout0.1_lr10.0_seed44444	seed_hidden650_batch128_dropout0.1_lr10.0_seed5555	seed_hidden650_batch64_dropout0.2_lr10.0_seed3648	seed_hidden650_batch64_dropout0.2_lr10.0_seed8574	seed_hidden650_batch64_dropout0.2_lr10.0_seed3242	seed_hidden650_batch128_dropout0.1_lr20.0_seed9482	seed_hidden650_batch128_dropout0.2_lr10.0_seed1010	seed_hidden650_batch128_dropout0.1_lr20.0_seed11230	seed_hidden650_batch128_dropout0.2_lr10.0_seed9420	seed_hidden650_batch64_dropout0.1_lr20.0_seed8574	seed_hidden650_batch64_dropout0.1_lr20.0_seed3242	seed_hidden650_batch128_dropout0.1_lr20.0_seed3648	seed_hidden650_batch128_dropout0.1_lr20.0_seed9420	seed_hidden650_batch128_dropout0.1_lr20.0_seed8574	seed_hidden650_batch128_dropout0.2_lr10.0_seed3242	seed_hidden650_batch128_dropout0.1_lr20.0_seed3242	seed_hidden650_batch128_dropout0.1_lr10.0_seed1010	seed_hidden650_batch128_dropout0.1_lr10.0_seed8574	seed_hidden650_batch128_dropout0.1_lr10.0_seed9420	seed_hidden650_batch128_dropout0.1_lr10.0_seed3648	seed_hidden650_batch64_dropout0.2_lr20.0_seed44444	seed_hidden650_batch128_dropout0.1_lr10.0_seed11230	seed_hidden650_batch128_dropout0.1_lr10.0_seed1234	seed_hidden650_batch64_dropout0.2_lr20.0_seed5555	seed_hidden650_batch64_dropout0.1_lr20.0_seed1010	seed_hidden650_batch64_dropout0.1_lr20.0_seed1234	seed_hidden650_batch64_dropout0.1_lr10.0_seed44444	seed_hidden650_batch64_dropout0.1_lr10.0_seed5555	seed_hidden650_batch64_dropout0.1_lr20.0_seed9420	seed_hidden650_batch64_dropout0.2_lr10.0_seed11230	seed_hidden650_batch128_dropout0.2_lr20.0_seed5555	seed_hidden650_batch128_dropout0.2_lr20.0_seed11230	seed_hidden650_batch128_dropout0.2_lr20.0_seed9482	seed_hidden650_batch128_dropout0.2_lr20.0_seed3648
L__NOUN_VERB_VERB	11	8	plur	ask	correct	generated	The ultimate flawless positions that hopefully would sell from trailer	2	False	1771	7	10	The ultimate flawless positions that hopefully would sell from trailer understand reporter , suicide , reef , spine , vegan response and healthy decades of laptops and papers -- cruel as the Justin substance . <eos>	-18.0731	-15.9423	-13.8294	-12.6315	-18.2637	-14.0818	-18.9953	-17.2844	-13.2954	-15.5154	-14.8679	-12.547	-14.8687	-15.9352	-14.6816	-18.5717	-14.839	-15.8347	-16.3475	-14.9158	-16.2753	-18.2503	-14.8312	-14.3037	-14.755	-14.6705	-14.3876	-16.0945	-15.7057	-15.6567	-14.6408	-15.1293	-13.6381	-17.2862	-14.8389	-15.3242	-15.0431	-15.0809	-15.1187	-15.2304	-14.4239	-16.6286	-15.8805	-16.6358	-18.6193	-14.3193	-17.651	-16.501	-15.5753	-15.8756	-17.0427	-16.0869	-15.8245	-14.8195	-16.2264	-14.7178	-16.8504	-16.2933	-13.7144	-15.8216	-14.3463	-14.814	-17.2408	-15.4784	-15.6926	-16.9755	-17.4825	-16.5903	-13.6822	-16.1065	-18.4987	-19.6842	-16.866	-15.7759	-14.4812	-16.3257	-16.0135	-15.744	-18.5746
L__NOUN_VERB_VERB	11	8	plur	asks	wrong	generated	The ultimate flawless positions that hopefully would sell from trailer	2	False	1751	7	10	The ultimate flawless positions that hopefully would sell from trailer understand reporter , suicide , reef , spine , vegan response and healthy decades of laptops and papers -- cruel as the Justin substance . <eos>	-16.8209	-15.6328	-14.1013	-13.4642	-17.7833	-12.3393	-15.4587	-17.7234	-14.3774	-16.4846	-15.3007	-13.665	-16.543	-14.9597	-15.1076	-14.6651	-15.5096	-16.092	-14.9995	-13.8128	-15.3924	-15.9761	-14.2873	-14.9729	-15.2631	-15.8509	-13.7571	-17.0023	-16.3088	-14.8016	-16.946	-14.4459	-14.2323	-15.9391	-14.7164	-16.1373	-14.1314	-15.4823	-17.2295	-14.2006	-15.603	-14.4038	-14.9926	-13.2541	-16.6066	-14.1315	-15.6186	-13.2807	-15.5047	-15.4385	-15.6983	-15.9143	-16.5703	-14.2905	-17.814	-14.7962	-15.159	-15.6657	-17.1393	-16.2783	-13.9175	-12.837	-16.7629	-16.5091	-14.2744	-15.0293	-16.294	-14.8869	-14.9284	-16.3363	-16.4715	-20.8238	-15.3613	-17.0979	-16.5451	-13.931	-14.799	-15.6782	-15.5995
L__NOUN_VERB_VERB	0	9	sing	applies	correct	generated	The puppet to die in song	0	False	1246	5	6	The puppet to die in song enjoys that Final Amazing problems and Professors and strong Shiite prosecutors are delicate to diagnose soon somehow militant to the Iraq in Abby than al - Saratoga edges , and it would be grand to tend one 's interests off the governmental paw . <eos>	-11.9042	-12.4998	-12.1551	-11.3652	-13.794	-13.5299	-12.9359	-13.6944	-12.3695	-12.5627	-13.5574	-12.5787	-11.4881	-11.5754	-12.5045	-13.3038	-12.1732	-12.0694	-11.7624	-10.9707	-12.1876	-13.5901	-12.7606	-13.3928	-12.6716	-11.3615	-11.3175	-11.1097	-11.977	-11.2715	-11.7583	-12.2516	-11.1904	-12.2916	-11.6559	-11.9381	-10.4388	-13.3729	-12.8424	-12.8398	-11.3266	-12.8137	-15.0548	-12.3351	-13.1286	-14.7565	-14.3873	-11.5955	-11.8416	-12.3621	-13.838	-11.5299	-12.9881	-12.0444	-12.3709	-11.5921	-13.3748	-14.2421	-12.9283	-12.3131	-11.3045	-13.186	-12.8737	-13.1373	-13.4955	-11.9532	-11.6453	-13.0993	-12.1535	-11.5446	-11.7343	-11.3587	-11.708	-10.5596	-10.8734	-12.9678	-13.0237	-12.2509	-13.1348
L__NOUN_VERB_VERB	0	9	sing	apply	wrong	generated	The puppet to die in song	0	False	2730	5	6	The puppet to die in song enjoys that Final Amazing problems and Professors and strong Shiite prosecutors are delicate to diagnose soon somehow militant to the Iraq in Abby than al - Saratoga edges , and it would be grand to tend one 's interests off the governmental paw . <eos>	-13.2248	-15.3474	-15.4185	-16.5683	-15.3646	-14.263	-15.5816	-15.9003	-15.3906	-15.5165	-15.5515	-14.3466	-14.367	-14.0012	-14.0683	-15.2274	-14.1301	-14.7648	-13.1081	-16.4743	-14.9023	-14.4518	-14.5566	-14.7446	-14.0286	-13.9874	-13.613	-14.1887	-14.4238	-16.2806	-14.7225	-15.5551	-12.9164	-14.0874	-13.6705	-14.9182	-13.8688	-17.5306	-14.5556	-14.3872	-15.0146	-15.9249	-17.74	-16.8041	-16.2185	-16.7132	-19.5442	-16.1235	-14.9075	-16.1262	-13.8126	-13.7661	-17.9883	-15.2572	-14.9597	-15.8136	-15.808	-17.8405	-14.4933	-15.4265	-15.3091	-14.1379	-16.2128	-13.7526	-13.1727	-14.8887	-14.7312	-14.2709	-13.3964	-14.0097	-14.2905	-15.1024	-15.4666	-16.2367	-12.9789	-15.8631	-16.1654	-13.7417	-14.0282
L__NOUN_VERB_VERB	11	3	plur	assume	correct	generated	The aggressive devastating portions that mostly would slack from nose	2	False	1201	7	10	The aggressive devastating portions that mostly would slack from nose indicate theory , lot , background , beer , spacious loan and healthy pants of professionals and favorites -- keen as the Bruce potato . <eos>	-14.3286	-18.4137	-15.3881	-13.8158	-19.9161	-10.8342	-17.443	-14.5494	-14.3457	-13.1278	-14.0688	-12.2833	-14.6155	-12.8767	-15.1634	-15.2854	-15.016	-12.8305	-14.4427	-15.5393	-14.1498	-14.7287	-14.8777	-16.1612	-13.8754	-16.4681	-13.9517	-14.2403	-18.2776	-15.1689	-17.6399	-14.0187	-15.4654	-16.0166	-15.7504	-16.6029	-11.8272	-16.1847	-16.1169	-14.7935	-16.3694	-16.3009	-16.1587	-13.828	-15.2971	-12.2233	-15.7335	-15.8119	-16.5076	-14.3466	-15.0701	-14.7422	-19.2405	-17.8336	-12.9356	-12.8557	-10.9644	-13.4389	-13.9579	-13.9017	-15.2898	-15.0284	-12.7553	-16.5238	-16.1131	-13.6909	-18.6414	-14.6621	-14.0531	-15.6954	-16.7083	-15.3746	-13.7815	-14.9593	-13.1691	-13.9004	-16.3086	-15.4484	-15.6496
L__NOUN_VERB_VERB	11	3	plur	assumes	wrong	generated	The aggressive devastating portions that mostly would slack from nose	2	False	647	7	10	The aggressive devastating portions that mostly would slack from nose indicate theory , lot , background , beer , spacious loan and healthy pants of professionals and favorites -- keen as the Bruce potato . <eos>	-14.4811	-17.0555	-14.9994	-17.6102	-17.7502	-15.9304	-16.9509	-18.261	-15.3863	-16.0944	-16.4448	-13.8258	-17.4519	-15.7797	-16.5385	-16.5038	-17.7331	-13.8411	-15.8149	-17.539	-17.7957	-17.3551	-17.2035	-17.278	-17.0867	-17.185	-15.9975	-15.0204	-17.4113	-14.9812	-19.3306	-14.08	-17.7505	-16.4294	-21.3333	-17.1216	-14.6875	-17.5284	-17.6529	-17.7597	-17.1814	-17.8133	-17.8191	-19.5881	-16.2759	-14.5197	-17.1776	-17.7862	-20.4006	-16.4913	-18.5969	-16.1191	-19.1718	-18.691	-18.6118	-15.3733	-14.8251	-15.6946	-17.6123	-15.2632	-12.8373	-18.3069	-14.2535	-18.2875	-20.3475	-16.0988	-18.6609	-18.0082	-15.8237	-17.3296	-18.2582	-18.6737	-15.0672	-16.0923	-14.633	-18.0608	-16.7364	-17.3508	-17.9117
R__VERB_NOUN_CCONJ_VERB	3	6	plur	belong	correct	generated	Please forget me wear if you tolerate any spikes or	0	False	1124	4	10	Please forget me wear if you tolerate any spikes or put anything upset . <eos>	-13.8603	-11.8054	-12.6841	-11.3061	-15.6793	-13.8455	-15.0603	-11.79	-11.1666	-12.0603	-15.0504	-12.6176	-10.677	-14.6654	-12.3726	-12.1096	-14.0442	-12.5795	-13.4829	-13.4432	-12.1343	-15.4282	-12.349	-12.4968	-14.2517	-13.9882	-12.2369	-11.7119	-12.9299	-12.1894	-14.272	-16.0502	-11.7252	-13.0816	-12.2991	-12.1773	-12.773	-12.1969	-12.4044	-13.1307	-13.4685	-15.4969	-13.9183	-11.6211	-13.4765	-14.2644	-12.4951	-12.7024	-11.5294	-16.0496	-13.0065	-12.6043	-14.5759	-13.8827	-12.4034	-14.1413	-13.4821	-11.5717	-13.104	-12.1203	-14.6542	-13.7055	-13.6723	-13.0285	-11.6538	-12.2889	-11.9843	-12.3	-11.826	-13.3409	-11.7326	-10.4584	-12.5306	-16.2578	-13.1706	-12.5039	-11.6785	-11.4171	-13.4026
R__VERB_NOUN_CCONJ_VERB	3	6	plur	belongs	wrong	generated	Please forget me wear if you tolerate any spikes or	0	False	776	4	10	Please forget me wear if you tolerate any spikes or put anything upset . <eos>	-14.7174	-11.9734	-13.132	-12.3313	-15.075	-16.2597	-14.2178	-13.696	-12.8235	-13.4403	-13.6905	-13.5755	-14.3214	-14.745	-13.4584	-11.7181	-13.7679	-13.5057	-11.4667	-14.0265	-14.83	-16.2686	-13.3218	-12.0393	-14.0479	-13.6625	-15.0592	-12.9318	-13.8613	-13.1614	-15.1416	-15.9475	-14.0993	-13.048	-14.3475	-15.3597	-13.4196	-14.0567	-13.7913	-13.3602	-12.53	-14.5639	-13.2024	-14.0305	-15.3783	-14.0964	-13.2338	-13.443	-13.7528	-14.9633	-13.8248	-13.3773	-15.6991	-15.2504	-14.0835	-17.1251	-12.0662	-16.7451	-15.4872	-13.7934	-17.4538	-13.2323	-15.389	-13.5506	-12.4424	-14.1698	-14.8269	-12.3215	-13.764	-12.6441	-13.5584	-11.3502	-14.1266	-16.4663	-14.2731	-12.6157	-12.5382	-14.3464	-14.0858
L__NOUN_VERB_VERB	23	8	sing	needs	correct	generated	Well , unless openly heavily the third corner he drafted in the deposit	0	True	4816	6	13	Well , unless openly heavily the third corner he drafted in the deposit takes out . <eos>	-10.2697	-12.1278	-8.94421	-12.7552	-7.94209	-9.28429	-9.01417	-9.85244	-8.43781	-10.8857	-9.71809	-9.45476	-9.50638	-11.7791	-10.839	-9.13977	-11.3503	-9.82403	-8.30168	-10.9705	-9.44976	-12.3804	-10.4151	-8.90702	-9.19798	-12.9888	-12.3585	-8.99066	-9.67142	-12.1287	-9.87349	-11.2427	-10.1011	-9.89701	-14.365	-12.6627	-11.2245	-11.409	-10.9458	-9.17049	-10.3605	-13.7979	-9.49519	-10.0035	-10.0331	-11.8938	-12.2934	-8.71882	-9.85532	-9.9755	-10.7757	-10.0114	-8.06761	-10.5882	-8.55129	-10.0714	-9.5789	-10.7468	-12.1552	-9.29029	-9.98944	-9.61252	-9.80376	-10.3282	-11.0934	-11.8432	-12.4307	-9.23553	-9.05645	-12.6448	-10.3826	-10.4182	-9.62486	-8.23599	-10.5792	-10.361	-11.6019	-9.96398	-10.0307
L__NOUN_VERB_VERB	23	8	sing	need	wrong	generated	Well , unless openly heavily the third corner he drafted in the deposit	0	True	9900	6	13	Well , unless openly heavily the third corner he drafted in the deposit takes out . <eos>	-11.2666	-12.1729	-11.0416	-12.9265	-11.2594	-11.0614	-9.39408	-11.2239	-9.69999	-11.9382	-10.2916	-9.80007	-11.0168	-12.4871	-10.7994	-11.934	-12.2447	-10.1307	-10.9097	-11.1249	-10.9505	-13.0089	-11.7083	-11.0943	-9.65297	-13.1743	-11.7043	-10.387	-11.0308	-11.6777	-10.1912	-12.4563	-10.8178	-11.2421	-13.3363	-11.8081	-12.064	-11.3183	-10.2743	-9.61207	-9.4924	-10.5312	-11.4998	-9.02885	-10.1649	-11.0257	-11.7961	-9.05407	-10.463	-11.3127	-10.481	-10.792	-10.565	-11.4997	-9.63912	-9.65111	-11.7484	-12.0423	-11.5276	-10.3637	-10.2055	-9.82172	-11.9703	-9.43579	-11.4243	-11.5713	-12.0114	-10.3005	-11.6378	-11.3589	-12.5061	-13.1816	-10.978	-9.34865	-12.5253	-11.1796	-10.4408	-11.2547	-11.8976
R__VERB_NOUN_CCONJ_VERB	2	8	plur	require	correct	generated	Ladies absolutely : Francisco fifty through Oasis nine ( examining you describe on the recruiting we make and	0	True	4657	7	18	Ladies absolutely : Francisco fifty through Oasis nine ( examining you describe on the recruiting we make and suffer successfully to boulevard the reviewer after we meet ) <eos>	-11.9146	-8.78014	-11.2952	-11.4176	-11.2664	-9.69646	-9.01584	-10.0927	-10.6888	-8.6519	-10.237	-11.3337	-9.20335	-7.38167	-11.1146	-9.99792	-11.432	-10.2505	-9.29308	-10.8369	-12.4017	-11.6063	-11.4065	-7.92867	-8.66834	-13.0559	-10.8974	-8.18354	-11.044	-10.4335	-10.6101	-11.1848	-9.81383	-8.75248	-10.1777	-11.1405	-10.2982	-10.0769	-9.24704	-8.58727	-11.4015	-9.67778	-9.73578	-9.86541	-10.8502	-12.1583	-10.339	-9.96615	-8.37696	-10.8757	-9.26232	-9.56307	-11.4643	-9.61095	-10.6122	-11.8808	-8.44892	-9.54382	-10.4091	-10.5592	-9.58316	-9.9744	-11.4788	-9.33456	-9.61811	-9.38481	-10.0504	-10.8045	-10.1753	-9.6039	-11.6947	-9.97493	-9.68919	-11.5878	-9.95568	-11.9664	-10.3764	-9.49941	-9.74308
R__VERB_NOUN_CCONJ_VERB	2	8	plur	requires	wrong	generated	Ladies absolutely : Francisco fifty through Oasis nine ( examining you describe on the recruiting we make and	0	True	3879	7	18	Ladies absolutely : Francisco fifty through Oasis nine ( examining you describe on the recruiting we make and suffer successfully to boulevard the reviewer after we meet ) <eos>	-11.7645	-10.4944	-10.3561	-10.1951	-12.8023	-9.11515	-11.3397	-10.2786	-11.1664	-10.2293	-11.1034	-10.4627	-10.9413	-10.2418	-10.7843	-8.90028	-11.4499	-10.249	-11.0226	-9.91423	-11.4609	-10.1356	-10.9065	-10.8572	-10.053	-10.6786	-10.2012	-10.1708	-10.7302	-11.4151	-11.4342	-9.2377	-9.88361	-10.4195	-12.3918	-11.221	-11.6719	-9.96773	-11.8608	-10.6437	-10.0305	-10.2166	-10.4709	-11.0568	-11.3766	-11.9812	-8.33638	-10.3983	-10.4472	-9.4227	-9.57778	-9.6549	-10.6535	-10.2373	-10.5797	-10.4283	-9.44681	-11.0815	-10.0865	-12.5877	-10.4331	-9.97732	-12.2375	-11.0483	-10.1604	-11.5464	-10.7928	-11.5092	-9.51712	-10.1314	-11.555	-11.1545	-11.1796	-11.8622	-11.2357	-10.7777	-10.4184	-10.0799	-10.2739
L__NOUN_VERB_VERB	24	5	plur	see	correct	generated	Judges who respond these experts	0	False	15996	5	5	Judges who respond these experts propose at the user officially ; and it 's mistaken to suggest they are obsessed and functional to remain no if they tolerate there would fix a ballerina . <eos>	-8.40904	-8.51929	-6.62684	-6.32592	-8.64365	-7.48463	-8.26633	-8.1954	-11.5749	-7.38125	-6.89911	-10.8348	-6.78273	-8.12489	-7.33943	-8.75354	-6.43477	-8.5185	-8.23988	-6.6452	-9.66582	-5.36107	-8.5987	-8.9129	-9.87822	-9.17035	-6.14398	-7.97974	-7.64442	-6.53064	-7.43158	-10.2488	-6.85842	-6.85431	-8.61878	-7.13149	-8.70551	-10.2534	-6.65543	-8.81665	-6.56292	-8.92057	-6.63871	-7.04385	-6.90171	-5.20658	-6.56628	-6.94352	-7.30671	-8.15588	-6.86702	-8.12247	-9.62419	-7.85685	-6.27547	-10.5739	-7.61373	-6.62432	-7.34226	-9.04105	-8.68099	-8.35355	-8.18626	-8.1923	-10.3761	-6.87713	-8.90654	-8.91056	-6.39044	-5.77377	-8.1249	-5.79466	-9.59356	-6.51869	-7.03238	-9.32998	-7.47486	-7.48398	-7.35145
L__NOUN_VERB_VERB	24	5	plur	sees	wrong	generated	Judges who respond these experts	0	False	2251	5	5	Judges who respond these experts propose at the user officially ; and it 's mistaken to suggest they are obsessed and functional to remain no if they tolerate there would fix a ballerina . <eos>	-11.8314	-10.2033	-10.9115	-11.3173	-12.025	-11.3046	-10.6974	-11.9199	-12.708	-11.6694	-9.91772	-12.6389	-11.0283	-11.094	-11.3886	-11.0742	-10.8404	-11.677	-9.85533	-9.44079	-12.0713	-11.8697	-11.6838	-11.9376	-13.7161	-12.8227	-11.5138	-11.6387	-12.0785	-10.569	-12.4918	-11.7657	-9.78561	-10.5554	-12.2196	-9.79839	-11.0804	-13.2882	-10.5627	-11.1361	-10.1821	-13.5772	-12.0894	-10.9136	-9.16407	-10.4672	-12.7069	-11.0013	-10.8915	-11.6326	-9.7631	-11.1183	-13.0873	-11.4494	-10.9757	-13.5456	-11.3932	-11.3761	-11.8171	-10.9143	-10.4665	-11.2922	-9.34935	-10.2059	-12.1106	-10.3215	-12.0879	-12.9493	-10.4453	-10.3639	-9.32628	-10.9908	-10.8957	-11.8931	-10.6001	-10.8892	-10.4115	-11.6486	-11.8134
L__NOUN_VERB_VERB	23	3	sing	smells	correct	generated	Well , unless unfortunately just the third highway he joined in the discrepancy	0	True	85	6	13	Well , unless unfortunately just the third highway he joined in the discrepancy begins out . <eos>	-17.207	-18.4198	-14.6232	-15.4899	-14.4306	-16.1149	-16.5254	-15.7437	-14.6829	-16.1216	-15.755	-15.4556	-16.6916	-16.4157	-16.1978	-15.8267	-17.0444	-16.3696	-15.3939	-17.1812	-15.7468	-17.6055	-16.5113	-17.9651	-16.286	-16.1488	-15.4642	-15.2934	-16.6453	-16.8712	-14.9711	-16.6121	-17.0843	-15.5589	-15.7495	-14.941	-15.9036	-16.9157	-18.037	-15.0311	-16.4543	-17.6174	-12.7826	-18.7598	-16.547	-16.7761	-14.6726	-16.6559	-15.8333	-17.1552	-17.4275	-16.5952	-17.168	-15.386	-15.8302	-18.1041	-15.3573	-18.2141	-17.3211	-16.0008	-15.201	-17.0013	-16.1113	-16.56	-16.5411	-15.1918	-16.28	-17.0857	-14.694	-18.0151	-16.1971	-15.8298	-16.1731	-15.6518	-15.2849	-17.146	-15.763	-15.8005	-16.7448
L__NOUN_VERB_VERB	23	3	sing	smell	wrong	generated	Well , unless unfortunately just the third highway he joined in the discrepancy	0	True	493	6	13	Well , unless unfortunately just the third highway he joined in the discrepancy begins out . <eos>	-17.1733	-16.2492	-15.8737	-15.4866	-14.4714	-19.8003	-15.5091	-16.5155	-17.161	-17.803	-15.9971	-15.7461	-16.7543	-15.9773	-16.6773	-18.4469	-18.3221	-17.157	-14.9852	-17.0384	-15.3244	-17.4638	-15.9074	-18.156	-14.4218	-17.0687	-17.5223	-16.6432	-17.7598	-16.9127	-15.4314	-17.9474	-16.248	-17.5256	-15.0391	-15.3876	-14.4696	-16.2823	-17.9701	-16.4198	-16.524	-17.475	-15.0956	-18.815	-19.0398	-15.1543	-15.724	-17.1323	-15.6315	-18.1863	-15.5197	-16.3832	-18.0672	-16.7112	-15.9269	-17.7888	-16.7369	-17.5059	-16.9691	-16.4703	-17.4584	-18.7369	-17.0478	-16.8039	-16.6744	-15.9493	-17.0335	-18.1561	-17.7146	-19.2381	-15.4306	-17.661	-16.8247	-17.1084	-16.7423	-16.1026	-15.5896	-17.0238	-15.683
L__NOUN_VERB_VERB	18	5	sing	enters	correct	generated	The immediate mutual waitress I have gained	0	False	1492	4	7	The immediate mutual waitress I have gained owes that in the location of Australia eight gift of the body is outdoors cleaned in the legislature the tattoo before the suffix , this weapon phoned after the main climate . <eos>	-13.1812	-14.4543	-12.8652	-13.9561	-16.0986	-16.048	-17.4379	-14.4858	-15.0262	-12.8483	-13.3158	-12.2482	-13.0054	-12.4934	-13.2279	-13.6825	-12.1343	-14.2751	-13.2656	-13.899	-11.88	-13.9409	-13.6306	-14.0191	-14.1033	-14.1448	-12.5554	-15.4339	-15.1206	-15.3726	-13.7757	-13.4251	-14.0371	-14.229	-13.2679	-13.2124	-14.1934	-13.4154	-12.4112	-13.8982	-13.6631	-12.87	-13.0777	-13.5124	-12.9105	-15.8024	-14.197	-14.6906	-12.7889	-12.8741	-13.3087	-12.8569	-11.1477	-13.7022	-15.4903	-12.6527	-14.996	-13.9747	-15.5429	-14.9323	-14.0596	-14.9554	-13.2871	-14.621	-17.6018	-12.8591	-13.8291	-14.8905	-11.6922	-15.0833	-14.5054	-12.9119	-15.4698	-13.3154	-13.8447	-14.1336	-14.726	-14.8721	-12.8128
L__NOUN_VERB_VERB	18	5	sing	enter	wrong	generated	The immediate mutual waitress I have gained	0	False	3610	4	7	The immediate mutual waitress I have gained owes that in the location of Australia eight gift of the body is outdoors cleaned in the legislature the tattoo before the suffix , this weapon phoned after the main climate . <eos>	-11.8539	-13.7357	-12.2228	-14.237	-13.4654	-13.9114	-15.6674	-13.0016	-11.9569	-13.0675	-11.6821	-10.8174	-13.7352	-10.9969	-11.8639	-13.7953	-11.8958	-11.9886	-11.7615	-12.7112	-11.8096	-13.4674	-12.9362	-13.8594	-15.2133	-13.2357	-12.2542	-13.5199	-13.5194	-13.1207	-13.5665	-12.8783	-13.7682	-12.7628	-12.6069	-12.7062	-11.6173	-12.7372	-13.8148	-12.2236	-11.8704	-14.5062	-14.5646	-12.4437	-13.1511	-14.5438	-11.9422	-12.2613	-13.0267	-11.8637	-13.6288	-12.4743	-10.6103	-12.6584	-13.8855	-12.9814	-11.9261	-11.929	-11.4283	-12.7351	-14.3996	-14.2341	-12.0418	-11.7125	-15.4351	-11.5726	-12.5841	-14.1045	-12.6811	-13.0214	-12.2326	-14.044	-14.6786	-12.183	-14.2483	-13.5018	-13.0351	-12.3681	-12.7823
R__VERB_NOUN_CCONJ_VERB	6	6	plur	get	correct	generated	If you die any mornings or	0	False	12430	4	6	If you die any mornings or consider any interceptor individually accidentally , please tell Kelly Dubai at seven or Feb Liberation at fifteen . <eos>	-4.77405	-4.72357	-5.66795	-3.52003	-6.34323	-4.35321	-5.92838	-3.84792	-6.43019	-5.67951	-5.89218	-6.07848	-6.8668	-4.59021	-4.63603	-3.82039	-5.56046	-4.77174	-5.37878	-8.84344	-7.20683	-5.58701	-4.42607	-5.69865	-4.53983	-5.06611	-8.05259	-4.81286	-4.2629	-3.67102	-6.84321	-6.13449	-4.85339	-3.68521	-5.41595	-4.05989	-5.07469	-5.54138	-5.03916	-4.32964	-4.21754	-3.88842	-5.40963	-5.5843	-8.29306	-5.91406	-6.06982	-6.37831	-5.90596	-5.37225	-6.50449	-6.20716	-5.15279	-5.09361	-4.96688	-6.48201	-4.83731	-5.88951	-2.79089	-5.66174	-5.4145	-6.11257	-6.75142	-4.76888	-4.55638	-5.74059	-7.01864	-5.95596	-5.70596	-5.56947	-6.72973	-5.51168	-6.75889	-5.28343	-6.05893	-4.47937	-8.71979	-4.79047	-4.5032
