pattern	constr_id	sent_id	type	prefix	correct_number	n_attr	punct	len_context	len_prefix	hidden650_batch64_dropout0.2_lr10.0	mturk_count	freq
L__NOUN_VERB_PRON_VERB	17	8	generated	La restrizione che permette per argomento una meditazione selvaggia si	sing	0	False	9	10	100	100.0	100
L__NOUN_VERB_PRON_VERB	17	9	generated	La coda che scade per acquedotto una composizione solida si	sing	0	False	9	10	100	100.0	100
L__NOUN_VERB_PRON_VERB	26	0	original	L’ attrice che fa la parte di Caterina si	sing	0	False	8	9	100	100.0	100
L__NOUN_VERB_PRON_VERB	26	1	generated	L’ azienda che scioglie la consuetudine di Michael si	sing	0	False	8	9	100	100.0	100
L__NOUN_VERB_PRON_VERB	26	2	generated	L’ evidenza che vende la somma di Riccardo si	sing	0	False	8	9	100	100.0	100
L__NOUN_VERB_PRON_VERB	26	3	generated	L’ amichevole che dichiara la giuria di Commons si	sing	0	False	8	9	100	100.0	100
L__NOUN_VERB_PRON_VERB	26	4	generated	L’ ombra che riferisce la strategia di Sofia si	sing	0	False	8	9	100	100.0	100
L__NOUN_VERB_PRON_VERB	26	5	generated	L’ integrazione che muove la convocazione di Strasburgo si	sing	0	False	8	9	100	100.0	100
L__NOUN_VERB_PRON_VERB	26	6	generated	L’ incorporazione che preoccupa la razza di Mercurio si	sing	0	False	8	9	100	100.0	100
L__NOUN_VERB_PRON_VERB	26	7	generated	L’ elevazione che basta la parentela di Presley si	sing	0	False	8	9	100	100.0	100
L__NOUN_VERB_PRON_VERB	26	8	generated	L’ ipocrisia che riferisce la commistione di Malta si	sing	0	False	8	9	100	90.0	100
L__NOUN_VERB_PRON_VERB	26	9	generated	L’ ansia che consiste la regina di Sandra si	sing	0	False	8	9	100	100.0	100
L__NOUN_VERB_VERB	8	0	original	Anche la commissione nominata da Mussolini	sing	0	False	4	6	100	90.9090909090909	100
L__NOUN_VERB_VERB	8	1	generated	Oggi la continuazione legata da Vialli	sing	0	False	4	6	100	90.0	100
L__NOUN_VERB_VERB	8	2	generated	Inoltre la rendita dipinta da Buenos	sing	0	False	4	6	100	100.0	100
L__NOUN_VERB_VERB	8	3	generated	Ieri la campagna confermata da Marvin	sing	0	False	4	6	100	100.0	100
L__NOUN_VERB_VERB	8	4	generated	Adesso la correzione percorsa da Will	sing	0	False	4	6	100	100.0	100
L__NOUN_VERB_VERB	8	5	generated	Ovviamente la programmazione ripartita da Lazio	sing	0	False	4	6	100	100.0	100
L__NOUN_VERB_VERB	8	6	generated	Adesso la neve firmata da Langley	sing	0	False	4	6	100	100.0	100
L__NOUN_VERB_VERB	8	7	generated	Inoltre la nazione votata da Libia	sing	0	False	4	6	100	100.0	100
L__NOUN_VERB_VERB	8	8	generated	Accanto la barca costituita da Carolina	sing	0	False	4	6	100	70.0	100
L__NOUN_VERB_VERB	8	9	generated	Innanzitutto la provincia ricoverata da Fellini	sing	0	False	4	6	100	100.0	100
L__NOUN_VERB_VERB	9	0	original	In entrambi i casi il muro ricostruito o ingrossato	sing	0	False	4	9	100	100.0	100
L__NOUN_VERB_VERB	9	1	generated	In entrambi i tetti il giuramento ricevuto o usato	sing	0	False	4	9	100	60.0	100
L__NOUN_VERB_VERB	9	2	generated	In entrambi i biografi il consumo sparato o eletto	sing	0	False	4	9	100	100.0	100
L__NOUN_VERB_VERB	9	3	generated	In entrambi i registi il comitato violato o intercettato	sing	0	False	4	9	100	100.0	100
L__NOUN_VERB_VERB	9	4	generated	In entrambi i bersagli il mezzogiorno tirato o accaduto	sing	0	False	4	9	100	75.0	100
L__NOUN_VERB_VERB	9	5	generated	In entrambi i produttori il fischio formulato o abrogato	sing	0	False	4	9	100	100.0	100
L__NOUN_VERB_VERB	9	6	generated	In entrambi i tribunali il giro fallito o osato	sing	0	False	4	9	100	88.88888888888889	100
L__NOUN_VERB_VERB	9	7	generated	In entrambi i fratelli il fenice proiettato o informato	sing	0	False	4	9	100	60.0	100
L__NOUN_VERB_VERB	9	8	generated	In entrambi i ragazzi il compleanno sviluppato o usato	sing	0	False	4	9	100	100.0	100
L__NOUN_VERB_VERB	9	9	generated	In entrambi i spartiti il trapianto spinto o ampliato	sing	0	False	4	9	100	75.0	0
L__NOUN_VERB_VERB	10	0	original	Se gli usi locali non dispongono diversamente , i frutti naturalmente caduti dai rami protesi sul fondo del vicino	plur	2	False	10	19	100	100.0	0
L__NOUN_VERB_VERB	10	1	generated	Se gli amministratori concordi nemmeno lasciano storicamente , i pagamenti ben sorpresi dai secoli colpiti sul cunicolo del campo	plur	2	False	10	19	100	100.0	0
L__NOUN_VERB_VERB	10	2	generated	Se gli individui spaziali neppure combattono costantemente , i signori pienamente percepiti dai muri regolati sul scalo del fenomeno	plur	2	False	10	19	100	87.5	0
L__NOUN_VERB_VERB	10	3	generated	Se gli animali reali nemmeno proseguono pure , i raggi stavolta compiuti dai scenari compiuti sul scambio del nastro	plur	2	False	10	19	100	100.0	0
L__NOUN_VERB_VERB	10	4	generated	Se gli indigeni tropicali neanche ruotano dappertutto , i popoli là regolati dai soldati minacciati sul sesso del fulmine	plur	2	False	10	19	100	100.0	0
L__NOUN_VERB_VERB	10	5	generated	Se gli addetti suscettibili nemmeno segnalano fisicamente , i detenuti legalmente mossi dai giochi verificatisi sul spirito del convegno	plur	2	False	10	19	100	80.0	0
L__NOUN_VERB_VERB	10	6	generated	Se gli eventi sensibili nemmeno seguono chiaramente , i trattamenti specialmente divisi dai privilegi rispettati sul fenice del pomeriggio	plur	2	False	10	19	100	100.0	0
L__NOUN_VERB_VERB	10	7	generated	Se gli esempi solari neanche testimoniano pure , i conflitti pur ritenuti dai bicchieri regolati sul ricorso del funerale	plur	2	False	10	19	100	92.3076923076923	0
L__NOUN_VERB_VERB	10	8	generated	Se gli istituti gravi neanche consentono bruscamente , i condomini velocemente divisi dai simboli finanziati sul signore del scacchiere	plur	2	False	10	19	100	88.88888888888889	0
L__NOUN_VERB_VERB	10	9	generated	Se gli opifici professionali mica ricorrono regolarmente , i personaggi contemporaneamente cacciati dai condomini schierati sul soldato del mese	plur	2	False	10	19	100	81.81818181818183	0
L__NOUN_VERB_VERB	11	0	original	Le luci che si aprono sul fondo del vicino	plur	2	False	8	9	100	100.0	0
L__NOUN_VERB_VERB	11	1	generated	Le retrovie che si entrano sul servo del legame	plur	2	False	8	9	100	77.77777777777779	0
L__NOUN_VERB_VERB	11	2	generated	Le sponde che si affermano sul registro del ritrovo	plur	2	False	8	9	100	100.0	0
L__NOUN_VERB_VERB	11	3	generated	Le bibite che si avvicinano sul riscaldamento del costume	plur	2	False	8	9	100	91.66666666666666	0
L__NOUN_VERB_VERB	11	4	generated	Le truppe che si impediscono sul rigore del consumatore	plur	2	False	8	9	100	100.0	0
L__NOUN_VERB_VERB	11	5	generated	Le colline che si intendono sul negozio del raffreddore	plur	2	False	8	9	100	100.0	0
L__NOUN_VERB_VERB	11	6	generated	Le mansioni che si adottano sul declino del sentimento	plur	2	False	8	9	100	100.0	0
L__NOUN_VERB_VERB	11	7	generated	Le medaglie che si accumulano sul linguaggio del trattamento	plur	2	False	8	9	0	100.0	0
L__NOUN_VERB_VERB	11	8	generated	Le mansioni che si utilizzano sul magazzino del proseguimento	plur	2	False	8	9	100	90.0	0
L__NOUN_VERB_VERB	11	9	generated	Le varianti che si esistono sul delfino del pacchetto	plur	2	False	8	9	100	100.0	0
L__NOUN_VERB_VERB	12	0	original	Alcuni sostengono che le acque esistenti sul fondo	plur	1	False	4	8	100	100.0	0
L__NOUN_VERB_VERB	12	1	generated	Alcuni credono che le insegne emergenti sul vicedirettore	plur	1	False	4	8	100	100.0	0
L__NOUN_VERB_VERB	12	2	generated	Alcuni credono che le indicazioni aventi sul deflusso	plur	1	False	4	8	100	100.0	0
L__NOUN_VERB_VERB	12	3	generated	Alcuni mancano che le inchieste aventi sul cannone	plur	1	False	4	8	100	100.0	0
L__NOUN_VERB_VERB	12	4	generated	Alcuni rappresentano che le esportazioni emergenti sul tifo	plur	1	False	4	8	100	100.0	0
L__NOUN_VERB_VERB	12	5	generated	Alcuni spettano che le impronte aventi sul trono	plur	1	False	4	8	100	100.0	0
L__NOUN_VERB_VERB	12	6	generated	Alcuni giocano che le attribuzioni aventi sul degrado	plur	1	False	4	8	100	100.0	0
L__NOUN_VERB_VERB	12	7	generated	Alcuni riproducono che le aperture aventi sul polittico	plur	1	False	4	8	100	88.88888888888889	0
L__NOUN_VERB_VERB	12	8	generated	Alcuni diventano che le esportazioni emergenti sul professore	plur	1	False	4	8	100	100.0	0
L__NOUN_VERB_VERB	12	9	generated	Alcuni rivestono che le ordinanze aventi sul ballottaggio	plur	1	False	4	8	100	100.0	0
L__NOUN_VERB_VERB	14	0	original	La disciplina dettata dall' articolo	sing	0	False	4	5	100	100.0	100
L__NOUN_VERB_VERB	14	1	generated	La polizia comunicata dall' interrogatorio	sing	0	False	4	5	100	100.0	100
L__NOUN_VERB_VERB	14	2	generated	La liberazione dichiarata dall' annullamento	sing	0	False	4	5	100	77.77777777777779	100
L__NOUN_VERB_VERB	14	3	generated	La frana sottratta dall' elenco	sing	0	False	4	5	100	87.5	100
L__NOUN_VERB_VERB	14	4	generated	La determinazione confermata dall' esempio	sing	0	False	4	5	100	85.71428571428571	100
L__NOUN_VERB_VERB	14	5	generated	La rivincita promossa dall' iodio	sing	0	False	4	5	100	100.0	100
L__NOUN_VERB_VERB	14	6	generated	La diminuzione coinvolta dall' onorevole	sing	0	False	4	5	100	100.0	100
L__NOUN_VERB_VERB	14	7	generated	La coppia posseduta dall' apprendistato	sing	0	False	4	5	100	100.0	100
L__NOUN_VERB_VERB	14	8	generated	La mora rilasciata dall' orizzonte	sing	0	False	4	5	100	100.0	100
L__NOUN_VERB_VERB	14	9	generated	La propensione fissata dall' ecosistema	sing	0	False	4	5	100	100.0	100
L__NOUN_VERB_VERB	15	0	original	Il partecipante che ha pagato il debito in solido e non ha ottenuto rimborso	sing	0	False	13	14	0	100.0	0
L__NOUN_VERB_VERB	15	1	generated	Il governante che ha raggiunto il cervello in biografo e neanche ha intrapreso sfruttamento	sing	0	False	13	14	100	100.0	100
L__NOUN_VERB_VERB	15	2	generated	Il comandante che ha creato il duello in guanto e nemmeno ha aumentato sfogo	sing	0	False	13	14	100	100.0	100
L__NOUN_VERB_VERB	15	3	generated	Il vicepresidente che ha fuggito il poliziotto in progresso e mica ha abrogato forno	sing	0	False	13	14	100	90.0	100
L__NOUN_VERB_VERB	15	4	generated	Il regista che ha chiesto il presupposto in cancro e neanche ha assassinato compagno	sing	0	False	13	14	100	100.0	100
L__NOUN_VERB_VERB	15	5	generated	Il paziente che ha cresciuto il colloquio in credito e nemmeno ha esercitato veicolo	sing	0	False	13	14	100	88.88888888888889	100
L__NOUN_VERB_VERB	15	6	generated	Il discendente che ha presieduto il scontro in dispendio e mica ha allungato linguaggio	sing	0	False	13	14	100	88.88888888888889	100
L__NOUN_VERB_VERB	15	7	generated	Il geometra che ha causato il sentimento in coronamento e neanche ha alimentato dovere	sing	0	False	13	14	100	100.0	100
L__NOUN_VERB_VERB	15	8	generated	Il cronista che ha dedicato il messaggio in computo e neppure ha impiegato turno	sing	0	False	13	14	100	90.9090909090909	100
L__NOUN_VERB_VERB	15	9	generated	Il terrorista che ha girato il sindaco in serpente e neppure ha impedito cibo	sing	0	False	13	14	100	100.0	100
L__NOUN_VERB_VERB	16	0	original	L' obbligazione di consegnare una cosa determinata	sing	0	False	6	7	100	100.0	100
L__NOUN_VERB_VERB	16	1	generated	L' interrogazione di lanciare una costruzione cattolica	sing	0	False	6	7	100	90.0	100
L__NOUN_VERB_VERB	16	2	generated	L' estradizione di sparire una sala serena	sing	0	False	6	7	100	90.9090909090909	100
L__NOUN_VERB_VERB	16	3	generated	L' ammirazione di riportare una cittadina magica	sing	0	False	6	7	100	100.0	100
L__NOUN_VERB_VERB	16	4	generated	L' urgenza di manipolare una bilancia povera	sing	0	False	6	7	100	100.0	100
L__NOUN_VERB_VERB	16	5	generated	L' identificazione di provocare una respirazione psicologica	sing	0	False	6	7	100	88.88888888888889	100
L__NOUN_VERB_VERB	16	6	generated	L' estinzione di trattare una dimora delicata	sing	0	False	6	7	100	100.0	100
L__NOUN_VERB_VERB	16	7	generated	L' accademia di comunicare una persistenza faticosa	sing	0	False	6	7	100	100.0	100
L__NOUN_VERB_VERB	16	8	generated	L' emanazione di rivolgere una piramide monetaria	sing	0	False	6	7	100	100.0	100
L__NOUN_VERB_VERB	16	9	generated	L' elaborazione di riprendere una sostanza lenta	sing	0	False	6	7	100	100.0	100
L__NOUN_VERB_VERB	19	0	original	ogni fatto compiuto in violazione di queste	sing	0	False	6	7	100	100.0	100
L__NOUN_VERB_VERB	19	1	generated	ogni collegamento ferito in manodopera di queste	sing	0	False	6	7	100	90.0	100
L__NOUN_VERB_VERB	19	2	generated	ogni scontro realizzato in manovra di queste	sing	0	False	6	7	100	70.0	100
L__NOUN_VERB_VERB	19	3	generated	ogni rientro stimato in piramide di queste	sing	0	False	6	7	100	83.33333333333334	100
L__NOUN_VERB_VERB	19	4	generated	ogni bottino ribadito in vittoria di queste	sing	0	False	6	7	100	90.0	100
L__NOUN_VERB_VERB	19	5	generated	ogni carabiniere tenuto in veduta di queste	sing	0	False	6	7	100	100.0	100
L__NOUN_VERB_VERB	19	6	generated	ogni scavo sospeso in calma di queste	sing	0	False	6	7	100	77.77777777777779	100
L__NOUN_VERB_VERB	19	7	generated	ogni decennio difeso in magia di queste	sing	0	False	6	7	100	70.0	100
L__NOUN_VERB_VERB	19	8	generated	ogni trofeo ricevuto in pelle di queste	sing	0	False	6	7	100	70.0	100
L__NOUN_VERB_VERB	19	9	generated	ogni modo consegnato in retribuzione di queste	sing	0	False	6	7	100	55.55555555555556	100
L__NOUN_VERB_VERB	20	0	original	Al creditore che dimostra di aver subito un danno maggiore	sing	0	False	9	10	100	100.0	100
L__NOUN_VERB_VERB	20	1	generated	Al condominio che riceve di aver rivendicato un raduno minor	sing	0	False	9	10	100	85.71428571428571	100
L__NOUN_VERB_VERB	20	2	generated	Al cimitero che sviluppa di aver coordinato un fornitore miglior	sing	0	False	9	10	100	100.0	100
L__NOUN_VERB_VERB	20	3	generated	Al cantiere che saluta di aver convocato un salto superiore	sing	0	False	9	10	100	88.88888888888889	100
L__NOUN_VERB_VERB	20	4	generated	Al tetto che prepara di aver delineato un sogno miglior	sing	0	False	9	10	100	66.66666666666666	100
L__NOUN_VERB_VERB	20	5	generated	Al commediografo che manifesta di aver cambiato un tono migliore	sing	0	False	9	10	100	55.55555555555556	100
L__NOUN_VERB_VERB	20	6	generated	Al mito che rispecchia di aver chiesto un creditore miglior	sing	0	False	9	10	100	75.0	100
L__NOUN_VERB_VERB	20	7	generated	Al segno che provvede di aver proclamato un dosso minor	sing	0	False	9	10	100	100.0	100
L__NOUN_VERB_VERB	20	8	generated	Al tribunale che viaggia di aver suggerito un vincitore maggior	sing	0	False	9	10	100	90.0	100
L__NOUN_VERB_VERB	20	9	generated	Al lavaggio che guarda di aver modificato un contrasto maggior	sing	0	False	9	10	100	90.0	100
L__NOUN_VERB_VERB	21	0	original	La remissione accordata al debitore principale	sing	0	False	5	6	100	100.0	100
L__NOUN_VERB_VERB	21	1	generated	La schiuma avuta al schieramento distante	sing	0	False	5	6	100	90.0	100
L__NOUN_VERB_VERB	21	2	generated	La fauna iniziata al ciglio paragonabile	sing	0	False	5	6	100	90.0	100
L__NOUN_VERB_VERB	21	3	generated	La borgata inserita al declino solare	sing	0	False	5	6	100	85.71428571428571	100
L__NOUN_VERB_VERB	21	4	generated	La medicina inclusa al sopralluogo settentrionale	sing	0	False	5	6	100	100.0	100
L__NOUN_VERB_VERB	21	5	generated	La provenienza intitolata al richiamo nucleare	sing	0	False	5	6	100	90.9090909090909	100
L__NOUN_VERB_VERB	21	6	generated	La scheda avuta al terziario conseguente	sing	0	False	5	6	100	90.0	100
L__NOUN_VERB_VERB	21	7	generated	La sala emessa al salto stradale	sing	0	False	5	6	100	100.0	100
L__NOUN_VERB_VERB	21	8	generated	La pianta indicata al comunismo cerebrale	sing	0	False	5	6	100	100.0	100
L__NOUN_VERB_VERB	21	9	generated	La tassa affidata al piede riferibile	sing	0	False	5	6	100	100.0	100
L__NOUN_VERB_VERB	22	0	original	Ai compiti previsti in questo articolo	plur	1	False	5	6	0	77.77777777777779	0
L__NOUN_VERB_VERB	22	1	generated	Ai pagamenti derivati in questo immaginario	plur	1	False	5	6	0	100.0	0
L__NOUN_VERB_VERB	22	2	generated	Ai conti realizzati in questo alcol	plur	1	False	5	6	100	77.77777777777779	0
L__NOUN_VERB_VERB	22	3	generated	Ai distributori pubblicati in questo annuncio	plur	1	False	5	6	0	72.72727272727273	0
L__NOUN_VERB_VERB	22	4	generated	Ai popoli lanciati in questo insegnamento	plur	1	False	5	6	0	55.55555555555556	0
L__NOUN_VERB_VERB	22	5	generated	Ai beneficiari chiamati in questo annuncio	plur	1	False	5	6	100	72.72727272727273	0
L__NOUN_VERB_VERB	22	6	generated	Ai musulmani descritti in questo invecchiamento	plur	1	False	5	6	100	81.81818181818183	0
L__NOUN_VERB_VERB	22	7	generated	Ai musei costretti in questo incremento	plur	1	False	5	6	0	90.0	0
L__NOUN_VERB_VERB	22	8	generated	Ai requisiti protetti in questo andamento	plur	1	False	5	6	0	88.88888888888889	0
L__NOUN_VERB_VERB	22	9	generated	Ai capi trasportati in questo uovo	plur	1	False	5	6	100	90.0	0
L__NOUN_VERB_VERB	23	0	original	I cittadini cui sono affidate funzioni pubbliche	plur	0	False	6	7	100	100.0	0
L__NOUN_VERB_VERB	23	1	generated	I stampi cui sono indirizzate proporzioni chimiche	plur	0	False	6	7	100	100.0	0
L__NOUN_VERB_VERB	23	2	generated	I presidenti cui sono arrivate parole libere	plur	0	False	6	7	100	87.5	0
L__NOUN_VERB_VERB	23	3	generated	I produttori cui sono approvate soluzioni vecchie	plur	0	False	6	7	100	100.0	0
L__NOUN_VERB_VERB	23	4	generated	I controllori cui sono eseguite decisioni reciproche	plur	0	False	6	7	100	100.0	0
L__NOUN_VERB_VERB	23	5	generated	I sondaggi cui sono espresse squadre vicine	plur	0	False	6	7	100	100.0	0
L__NOUN_VERB_VERB	23	6	generated	I franchi cui sono arrivate stazioni produttive	plur	0	False	6	7	100	100.0	100
L__NOUN_VERB_VERB	23	7	generated	I soccorritori cui sono inserite vitamine giuridiche	plur	0	False	6	7	100	100.0	0
L__NOUN_VERB_VERB	23	8	generated	I fuochi cui sono esercitate varianti luminose	plur	0	False	6	7	100	100.0	0
L__NOUN_VERB_VERB	23	9	generated	I rimedi cui sono uccise strutture periodiche	plur	0	False	6	7	100	100.0	0
L__NOUN_VERB_VERB	24	0	original	La legge che concede l' amnistia o l' indulto	sing	0	False	8	9	100	100.0	100
L__NOUN_VERB_VERB	24	1	generated	La salsa che manda l' elaborazione o l' inferno	sing	0	False	8	9	100	100.0	100
L__NOUN_VERB_VERB	24	2	generated	La dimora che vota l' azienda o l' imprenditore	sing	0	False	8	9	100	100.0	100
L__NOUN_VERB_VERB	24	3	generated	La missione che contribuisce l' idea o l' opuscolo	sing	0	False	8	9	100	100.0	100
L__NOUN_VERB_VERB	24	4	generated	La tappa che nasce l' interruzione o l' invio	sing	0	False	8	9	100	81.81818181818183	100
L__NOUN_VERB_VERB	24	5	generated	La linea che costituisce l' esposizione o l' effetto	sing	0	False	8	9	100	100.0	100
L__NOUN_VERB_VERB	24	6	generated	La sopravvivenza che rifiuta l' esposizione o l' inferno	sing	0	False	8	9	100	100.0	100
L__NOUN_VERB_VERB	24	7	generated	La certezza che succede l' enciclica o l' argento	sing	0	False	8	9	100	88.88888888888889	100
L__NOUN_VERB_VERB	24	8	generated	La pace che saluta l' invasione o l' approvvigionamento	sing	0	False	8	9	100	100.0	100
L__NOUN_VERB_VERB	24	9	generated	La legislazione che merita l' origine o l' atletica	sing	0	False	8	9	100	85.71428571428571	100
L__NOUN_VERB_VERB	28	0	original	L' unico modo per uscire da questa situazione	sing	0	False	6	8	100	90.0	100
L__NOUN_VERB_VERB	28	1	generated	L' elettronico prestito per indagare da questa decisione	sing	0	False	6	8	100	100.0	100
L__NOUN_VERB_VERB	28	2	generated	L' iracheno meridiano per incoraggiare da questa precedenza	sing	0	False	6	8	100	100.0	100
L__NOUN_VERB_VERB	28	3	generated	L' autonomo rendimento per alzare da questa manovra	sing	0	False	6	8	100	100.0	100
L__NOUN_VERB_VERB	28	4	generated	L' ecclesiastico suffragio per oscillare da questa direzione	sing	0	False	6	8	100	100.0	100
L__NOUN_VERB_VERB	28	5	generated	L' attivo fiume per attraversare da questa bolla	sing	0	False	6	8	100	100.0	100
L__NOUN_VERB_VERB	28	6	generated	L' attiguo vigile per esercitare da questa limitazione	sing	0	False	6	8	100	100.0	100
L__NOUN_VERB_VERB	28	7	generated	L' esclusivo quaderno per immaginare da questa lesione	sing	0	False	6	8	100	100.0	100
L__NOUN_VERB_VERB	28	8	generated	L' universitario realismo per esplodere da questa somma	sing	0	False	6	8	100	100.0	100
L__NOUN_VERB_VERB	28	9	generated	L' etico ciglio per effettuare da questa striscia	sing	0	False	6	8	100	80.0	100
L__NOUN_VERB_VERB	31	0	original	A volte , però i pregiudizi con i quali gli immigrati vengono spesso visti	plur	0	False	9	14	100	91.66666666666666	0
L__NOUN_VERB_VERB	31	1	generated	A letterature , virtualmente i meriti con i quali gli archi vengono poi perduti	plur	0	False	9	14	100	100.0	0
L__NOUN_VERB_VERB	31	2	generated	A ceramiche , liberamente i spostamenti con i quali gli ospedali vengono pur lanciati	plur	0	False	9	14	100	100.0	0
L__NOUN_VERB_VERB	31	3	generated	A versioni , gravemente i turni con i quali gli acquirenti vengono recentemente rimasti	plur	0	False	9	14	100	100.0	0
L__NOUN_VERB_VERB	31	4	generated	A moschee , solitamente i contanti con i quali gli organizzatori vengono sufficientemente serviti	plur	0	False	9	14	100	100.0	0
L__NOUN_VERB_VERB	31	5	generated	A carte , regolarmente i brevetti con i quali gli eroi vengono soltanto venduti	plur	0	False	9	14	100	72.72727272727273	0
L__NOUN_VERB_VERB	31	6	generated	A tangenti , stabilmente i cartelli con i quali gli appelli vengono temporaneamente previsti	plur	0	False	9	14	100	100.0	0
L__NOUN_VERB_VERB	31	7	generated	A tradizioni , solitamente i numeri con i quali gli arresti vengono preventivamente dotati	plur	0	False	9	14	100	100.0	0
L__NOUN_VERB_VERB	31	8	generated	A versioni , personalmente i contributi con i quali gli intrecci vengono maggiormente dotati	plur	0	False	9	14	100	100.0	0
L__NOUN_VERB_VERB	31	9	generated	A rendite , continuamente i consiglieri con i quali gli orti vengono rispettivamente destinati	plur	0	False	9	14	100	100.0	0
L__NOUN_VERB_VERB	34	0	original	Il rischio derivante dall' esposizione a ozono	sing	0	False	6	7	100	100.0	100
L__NOUN_VERB_VERB	34	1	generated	Il sottosuolo proveniente dall' arma a ampliamento	sing	0	False	6	7	100	90.9090909090909	100
L__NOUN_VERB_VERB	34	2	generated	Il territorio restante dall' apertura a avvistamento	sing	0	False	6	7	100	90.0	100
L__NOUN_VERB_VERB	34	3	generated	Il disco mancante dall' applicazione a infortunio	sing	0	False	6	7	100	87.5	100
L__NOUN_VERB_VERB	34	4	generated	Il rifugio sovrastante dall' invettiva a articolo	sing	0	False	6	7	100	100.0	0
L__NOUN_VERB_VERB	34	5	generated	Il litro vigente dall' infanzia a annullamento	sing	0	False	6	7	100	88.88888888888889	100
L__NOUN_VERB_VERB	34	6	generated	Il fanatismo mancante dall' incidenza a altare	sing	0	False	6	7	100	100.0	100
L__NOUN_VERB_VERB	34	7	generated	Il rialzo concernente dall' ambasciata a artigianato	sing	0	False	6	7	100	80.0	100
L__NOUN_VERB_VERB	34	8	generated	Il supporto mancante dall' anarchia a elenco	sing	0	False	6	7	100	100.0	100
L__NOUN_VERB_VERB	34	9	generated	Il disco vigente dall' abbreviazione a acceleratore	sing	0	False	6	7	100	100.0	100
L__NOUN_VERB_VERB	35	0	original	Gli enti preposti al programma	plur	1	False	4	5	100	100.0	0
L__NOUN_VERB_VERB	35	1	generated	Gli intenti completati al pseudonimo	plur	1	False	4	5	100	100.0	0
L__NOUN_VERB_VERB	35	2	generated	Gli autori periti al massacro	plur	1	False	4	5	100	100.0	0
L__NOUN_VERB_VERB	35	3	generated	Gli assassini trucidati al triennio	plur	1	False	4	5	100	100.0	0
L__NOUN_VERB_VERB	35	4	generated	Gli abusi mossi al comitato	plur	1	False	4	5	100	100.0	0
L__NOUN_VERB_VERB	35	5	generated	Gli aggiornamenti tenuti al lenzuolo	plur	1	False	4	5	100	100.0	0
L__NOUN_VERB_VERB	35	6	generated	Gli approcci schierati al cadavere	plur	1	False	4	5	100	100.0	0
L__NOUN_VERB_VERB	35	7	generated	Gli albi considerati al grasso	plur	1	False	4	5	100	100.0	0
L__NOUN_VERB_VERB	35	8	generated	Gli autori finanziati al sud	plur	1	False	4	5	100	100.0	0
L__NOUN_VERB_VERB	35	9	generated	Gli interventi colpiti al crimine	plur	1	False	4	5	100	100.0	0
L__NOUN_VERB_VERB	37	0	original	i filamenti che escono dalla filiera	plur	1	False	5	6	100	100.0	0
L__NOUN_VERB_VERB	37	1	generated	i personaggi che offrono dalla buccia	plur	1	False	5	6	100	100.0	0
L__NOUN_VERB_VERB	37	2	generated	i milioni che abitano dalla provenienza	plur	1	False	5	6	100	100.0	0
L__NOUN_VERB_VERB	37	3	generated	i traffici che insegnano dalla cognizione	plur	1	False	5	6	0	90.0	0
L__NOUN_VERB_VERB	37	4	generated	i membri che entrano dalla stazione	plur	1	False	5	6	100	100.0	0
L__NOUN_VERB_VERB	37	5	generated	i canali che aiutano dalla convinzione	plur	1	False	5	6	100	100.0	0
L__NOUN_VERB_VERB	37	6	generated	i verbali che avvicinano dalla villeggiatura	plur	1	False	5	6	100	100.0	0
L__NOUN_VERB_VERB	37	7	generated	i bisogni che applicano dalla cittadina	plur	1	False	5	6	100	100.0	0
L__NOUN_VERB_VERB	37	8	generated	i castelli che effettuano dalla lettera	plur	1	False	5	6	100	100.0	0
L__NOUN_VERB_VERB	37	9	generated	i delfini che appaiono dalla bomba	plur	1	False	5	6	100	100.0	0
L__NOUN_VERB_VERB	38	0	original	Le informazioni contenute nell' opuscolo	plur	1	False	4	5	100	100.0	0
L__NOUN_VERB_VERB	38	1	generated	Le unghie stampate nell' errore	plur	1	False	4	5	100	100.0	0
L__NOUN_VERB_VERB	38	2	generated	Le interrogazioni giudicate nell' ecosistema	plur	1	False	4	5	100	100.0	0
L__NOUN_VERB_VERB	38	3	generated	Le arti rappresentate nell' itinerario	plur	1	False	4	5	100	100.0	0
L__NOUN_VERB_VERB	38	4	generated	Le uova ridotte nell' incremento	plur	1	False	4	5	100	100.0	0
L__NOUN_VERB_VERB	38	5	generated	Le autonomie conosciute nell' orrore	plur	1	False	4	5	100	100.0	0
L__NOUN_VERB_VERB	38	6	generated	Le aste calcolate nell' ambasciatore	plur	1	False	4	5	100	88.88888888888889	0
L__NOUN_VERB_VERB	38	7	generated	Le esecuzioni fatte nell' ingegnere	plur	1	False	4	5	100	100.0	0
L__NOUN_VERB_VERB	38	8	generated	Le ordinanze mutate nell' aiuto	plur	1	False	4	5	100	100.0	0
L__NOUN_VERB_VERB	38	9	generated	Le erbe tolte nell' omicidio	plur	1	False	4	5	100	100.0	0
L__NOUN_VERB_VERB	39	0	original	( 6 ) considerando che l' obbligo di indicare il prezzo di vendita e il prezzo per unità di misura	sing	0	False	14	20	0	87.5	100
L__NOUN_VERB_VERB	39	1	generated	( sessanta ) lasciando che l' embargo di esprimere il funzionamento di sofferenza e il trasferimento per eredità di fantasia	sing	0	False	14	20	0	44.44444444444444	100
